eid,theta_ref_x,theta_ref_y,x_slope,x_intercept,x_tan_fit,x_theta_fit,x_rms,x_span_t,x_n,x_n_core,x_amp_max,y_slope,y_intercept,y_tan_fit,y_theta_fit,y_rms,y_span_t,y_n,y_n_core,y_amp_max,score,theta_sel
4367,,,-29.68980639240833,10637.700818784891,-0.9906351128447549,-44.73045559794096,14.599806960205974,498.9810485839844,24,13,1601.984375,-41.600248043092236,1647.2041770404671,-0.7070093590647761,-35.2606682609136,19.947086718128894,481.7137145996094,20,10,2481.75830078125,0.06496353746269434,-44.73045559794096
6147,,,-54.452330228902134,9143.855153327044,-0.5401378523608382,-28.3751611146265,18.65174988363123,544.7236328125,17,12,4015.614990234375,-53.13347351856702,18498.69576288854,-0.5535449267325742,-28.96649835845404,19.457066091975992,568.7265625,18,15,3809.9248046875,0.06634657558276774,-28.3751611146265
24186,,,-44.36054804789309,3544.4435013152734,-0.6630162610734307,-33.54502535200591,17.830685529082995,453.34588623046875,23,8,2015.476318359375,-75.04060235215616,18506.948258027533,-0.39194467773401687,-21.40243184335447,17.86262585546149,582.5185546875,15,6,3386.78759765625,0.06966354312730455,-33.54502535200591
37242,,,61.115094787084885,-11336.749449848208,0.4812520508779081,25.699281331157394,21.620652061594086,751.3696899414062,18,15,1232.3531494140625,-74.61111254349555,13419.320715412117,-0.3942008596740381,-21.514401515529528,35.16573799064416,662.2675170898438,15,12,1916.8914794921875,0.07032448197198539,25.699281331157394
12266,,,-43.97951477283702,15118.596714585623,-0.6687605549492757,-33.77304409793391,30.758117737075533,655.0196533203125,23,15,838.2013549804688,-51.85233330170452,13677.67954758811,-0.5672216240443612,-29.562844691825177,13.168649991386246,733.752197265625,20,15,1012.6782836914062,0.0709310489405066,-33.77304409793391
32995,,,59.37698912935257,-3211.486187816374,0.49533944272265007,26.351028975828157,28.27991279076484,658.0654296875,17,14,724.5467529296875,-64.19592029716011,6622.53753156297,-0.4581562904579695,-24.615181391480746,17.659907856598082,673.0278930664062,16,13,843.9982299804688,0.07109406201679669,26.351028975828157
26990,,,-62.90706106974024,18269.888904258845,-0.46754313753865856,-25.05811710100273,16.81897172990834,638.8804931640625,15,10,1289.292724609375,-100.30876159667999,28340.120588175534,-0.29321232001787395,-16.34178711356748,37.214529764223556,600.4315185546875,11,9,1355.9315185546875,0.07231551333770121,-25.05811710100273
37675,,,48.637023594351184,-2839.7330437902056,0.6047196668773601,31.162178605656173,17.84490827348223,671.5308227539062,22,7,1755.07958984375,-96.32408660233044,12592.265658198156,-0.30534174517851875,-16.97961827528069,40.50893371256936,656.4736328125,13,9,2229.05029296875,0.07242691155943165,31.162178605656173
7246,,,-34.13462894000771,6082.91128068713,-0.8616400886493922,-40.749505516454015,16.774534913948894,565.1262817382812,26,13,1013.0787353515625,-103.85626572829005,27346.899425760857,-0.28319682495449766,-15.811953556061896,36.4325667055144,609.46875,11,9,1383.6153564453125,0.07457159778603488,-40.749505516454015
18441,,,36.9007438471798,-1080.1046481223925,0.7970507268820327,38.55662278011492,19.00269264944024,642.8096313476562,25,10,1557.9295654296875,-78.11331759528579,15717.439791644036,-0.37652689210139734,-20.63270540723474,39.03467380797835,625.464599609375,15,10,1971.6280517578125,0.07576647180560864,38.55662278011492
13620,,,-47.85336862779005,3749.261511990651,-0.6146226597891368,-31.57582621496175,20.981627662138738,629.9102783203125,20,13,993.4970092773438,-100.55315392649123,24765.385928683925,-0.29249967362916973,-16.304180777942108,35.54270167013221,633.53759765625,11,9,1488.2623291015625,0.07635989515220752,-31.57582621496175
2094,,,38.91576520425464,-8752.84000150835,0.7557801973444629,37.08126602791881,16.432860740248334,783.1463623046875,25,14,1056.3253173828125,-97.8375931716144,21097.51659265713,-0.30061823632856477,-16.73173625440371,59.63422712976174,693.5018310546875,14,6,2045.3291015625,0.07897813185402547,37.08126602791881
